Area code,Area,Year,Series,System of trade,Value,Source
462,Maldives,2010,Exports FOB (millions of US dollars),G,74,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2015,Exports FOB (millions of US dollars),G,144,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2020,Exports FOB (millions of US dollars),G,163,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2021,Exports FOB (millions of US dollars),G,151,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2022,Exports FOB (millions of US dollars),G,159,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,1995,Balance imports/exports (millions of US dollars),G,-218,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2005,Balance imports/exports (millions of US dollars),G,-591,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2010,Balance imports/exports (millions of US dollars),G,-1021,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2015,Balance imports/exports (millions of US dollars),G,-1753,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2020,Balance imports/exports (millions of US dollars),G,-1675,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2021,Balance imports/exports (millions of US dollars),G,-2422,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2022,Balance imports/exports (millions of US dollars),G,-3356,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,1995,Imports CIF (millions of US dollars),G,774,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2005,Imports CIF (millions of US dollars),G,1544,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2010,Imports CIF (millions of US dollars),G,4704,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2015,Imports CIF (millions of US dollars),G,3169,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2020,Imports CIF (millions of US dollars),G,6269,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2021,Imports CIF (millions of US dollars),G,7463,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2022,Imports CIF (millions of US dollars),G,6680,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,1995,Exports FOB (millions of US dollars),G,443,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2005,Exports FOB (millions of US dollars),G,1075,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2010,Exports FOB (millions of US dollars),G,1996,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2015,Exports FOB (millions of US dollars),G,2530,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2020,Exports FOB (millions of US dollars),G,4912,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2021,Exports FOB (millions of US dollars),G,4998,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2022,Exports FOB (millions of US dollars),G,5177,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,1995,Balance imports/exports (millions of US dollars),G,-331,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2005,Balance imports/exports (millions of US dollars),G,-468,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2010,Balance imports/exports (millions of US dollars),G,-2707,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2015,Balance imports/exports (millions of US dollars),G,-639,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2020,Balance imports/exports (millions of US dollars),G,-1357,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2021,Balance imports/exports (millions of US dollars),G,-2465,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2022,Balance imports/exports (millions of US dollars),G,-1503,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,1995,Imports CIF (millions of US dollars),G,2942,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2005,Imports CIF (millions of US dollars),G,3865,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2010,Imports CIF (millions of US dollars),G,5732,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2015,Imports CIF (millions of US dollars),G,6788,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2020,Imports CIF (millions of US dollars),G,5736,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2021,Imports CIF (millions of US dollars),G,7141,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2022,Imports CIF (millions of US dollars),G,8563,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,1995,Exports FOB (millions of US dollars),G,1913,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2005,Exports FOB (millions of US dollars),G,2431,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2010,Exports FOB (millions of US dollars),G,3717,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2015,Exports FOB (millions of US dollars),G,3915,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2020,Exports FOB (millions of US dollars),G,2832,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2021,Exports FOB (millions of US dollars),G,3067,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2022,Exports FOB (millions of US dollars),G,3257,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,1995,Balance imports/exports (millions of US dollars),G,-1029,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2005,Balance imports/exports (millions of US dollars),G,-1435,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2010,Balance imports/exports (millions of US dollars),G,-2015,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2015,Balance imports/exports (millions of US dollars),G,-2873,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2020,Balance imports/exports (millions of US dollars),G,-2904,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2021,Balance imports/exports (millions of US dollars),G,-4074,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2022,Balance imports/exports (millions of US dollars),G,-5305,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,1995,Imports CIF (millions of US dollars),G,75,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2005,Imports CIF (millions of US dollars),G,68,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2010,Imports CIF (millions of US dollars),G,76,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2015,Imports CIF (millions of US dollars),G,84,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2020,Imports CIF (millions of US dollars),G,13565,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2021,Imports CIF (millions of US dollars),G,14708,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2022,Imports CIF (millions of US dollars),G,17144,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,1995,Exports FOB (millions of US dollars),G,23,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
