Area code,Area,Year,Series,Tourism arrivals series type,Value,Source
52,Barbados,2019,Tourist/visitor arrivals (thousands),TF,523,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2020,Tourist/visitor arrivals (thousands),TF,207,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2021,Tourist/visitor arrivals (thousands),TF,144,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,1995,Tourism expenditure (millions of US dollars),,628,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2005,Tourism expenditure (millions of US dollars),,905,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2010,Tourism expenditure (millions of US dollars),,1041,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2019,Tourism expenditure (millions of US dollars),,1250,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2020,Tourism expenditure (millions of US dollars),,577,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
52,Barbados,2021,Tourism expenditure (millions of US dollars),,575,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2005,Tourist/visitor arrivals (thousands),VF,4738,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2010,Tourist/visitor arrivals (thousands),VF,5674,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2019,Tourist/visitor arrivals (thousands),VF,11832,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2020,Tourist/visitor arrivals (thousands),VF,3598,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2021,Tourist/visitor arrivals (thousands),VF,3361,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,1995,Tourism expenditure (millions of US dollars),,28,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2005,Tourism expenditure (millions of US dollars),,346,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2010,Tourism expenditure (millions of US dollars),,665,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2019,Tourism expenditure (millions of US dollars),,1290,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2020,Tourism expenditure (millions of US dollars),,546,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
112,Belarus,2021,Tourism expenditure (millions of US dollars),,662,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,1995,Tourist/visitor arrivals (thousands),TCE,5560,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2005,Tourist/visitor arrivals (thousands),TCE,6747,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2010,Tourist/visitor arrivals (thousands),TCE,7186,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2019,Tourist/visitor arrivals (thousands),TCE,9343,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2020,Tourist/visitor arrivals (thousands),TCE,2584,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2021,Tourist/visitor arrivals (thousands),TCE,3243,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2005,Tourism expenditure (millions of US dollars),,10881,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2010,Tourism expenditure (millions of US dollars),,12680,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2019,Tourism expenditure (millions of US dollars),,10516,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2020,Tourism expenditure (millions of US dollars),,7227,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
56,Belgium,2021,Tourism expenditure (millions of US dollars),,7336,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,1995,Tourist/visitor arrivals (thousands),TF,131,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2005,Tourist/visitor arrivals (thousands),TF,237,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2010,Tourist/visitor arrivals (thousands),TF,242,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2019,Tourist/visitor arrivals (thousands),TF,503,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2020,Tourist/visitor arrivals (thousands),TF,144,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2021,Tourist/visitor arrivals (thousands),TF,219,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,1995,Tourism expenditure (millions of US dollars),,78,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2005,Tourism expenditure (millions of US dollars),,214,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2010,Tourism expenditure (millions of US dollars),,264,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2019,Tourism expenditure (millions of US dollars),,527,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2020,Tourism expenditure (millions of US dollars),,247,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
84,Belize,2021,Tourism expenditure (millions of US dollars),,374,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,1995,Tourist/visitor arrivals (thousands),TF,138,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2005,Tourist/visitor arrivals (thousands),TF,176,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2010,Tourist/visitor arrivals (thousands),TF,200,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2019,Tourist/visitor arrivals (thousands),TF,309,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2020,Tourist/visitor arrivals (thousands),TF,325,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2005,Tourism expenditure (millions of US dollars),,108,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2010,Tourism expenditure (millions of US dollars),,149,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2019,Tourism expenditure (millions of US dollars),,241,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
204,Benin,2020,Tourism expenditure (millions of US dollars),,203,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,1995,Tourist/visitor arrivals (thousands),TF,387,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2005,Tourist/visitor arrivals (thousands),TF,270,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2010,Tourist/visitor arrivals (thousands),TF,232,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2019,Tourist/visitor arrivals (thousands),TF,269,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2020,Tourist/visitor arrivals (thousands),TF,42,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2021,Tourist/visitor arrivals (thousands),TF,72,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,1995,Tourism expenditure (millions of US dollars),,488,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2005,Tourism expenditure (millions of US dollars),,429,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2010,Tourism expenditure (millions of US dollars),,442,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2019,Tourism expenditure (millions of US dollars),,601,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2020,Tourism expenditure (millions of US dollars),,94,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
60,Bermuda,2021,Tourism expenditure (millions of US dollars),,145,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,1995,Tourist/visitor arrivals (thousands),TF,5,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2005,Tourist/visitor arrivals (thousands),TF,14,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2010,Tourist/visitor arrivals (thousands),TF,41,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2019,Tourist/visitor arrivals (thousands),TF,316,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2020,Tourist/visitor arrivals (thousands),TF,30,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2021,Tourist/visitor arrivals (thousands),TF,0,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,1995,Tourism expenditure (millions of US dollars),,5,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2005,Tourism expenditure (millions of US dollars),,19,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2010,Tourism expenditure (millions of US dollars),,64,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2019,Tourism expenditure (millions of US dollars),,120,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2020,Tourism expenditure (millions of US dollars),,84,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
64,Bhutan,2021,Tourism expenditure (millions of US dollars),,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),1995,Tourist/visitor arrivals (thousands),TF,284,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),2005,Tourist/visitor arrivals (thousands),TF,524,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),2010,Tourist/visitor arrivals (thousands),TF,679,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),2019,Tourist/visitor arrivals (thousands),TF,1239,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),2020,Tourist/visitor arrivals (thousands),TF,323,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),2021,Tourist/visitor arrivals (thousands),TF,180,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),1995,Tourism expenditure (millions of US dollars),,92,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
68,Bolivia (Plurin. State of),2005,Tourism expenditure (millions of US dollars),,345,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
